,Company Name,Job Title,Salaries Reported,Location,Salary
929,Postman,Data Scientist,1,Bangalore,1454222.0
930,American Express,Data Scientist,1,Bangalore,472140.0
931,Zoomcar,Data Scientist,1,Bangalore,1252803.0
932,AmberTAG Analytics,Data Scientist,1,Bangalore,347314.0
933,Cisco Systems,Data Scientist,1,Bangalore,1143861.0
934,Tempworks Services,Data Scientist,1,Bangalore,1700000.0
935,ABC Tech,Data Scientist,1,Bangalore,732816.0
936,VIT Infotech,Data Scientist,1,Bangalore,900000.0
937,Allstate India,Data Scientist,1,Bangalore,1203900.0
938,Integra Micro Software Services (P),Data Scientist,1,Bangalore,1013978.0
939,MoneyTap,Data Scientist,1,Bangalore,3097936.0
940,Siemens Healthineers,Data Scientist,1,Bangalore,304188.0
941,Almug,Data Scientist,1,Bangalore,913932.0
942,Refinitiv,Data Scientist,1,Bangalore,513852.0
943,Ragle,Data Scientist,1,Bangalore,800000.0
944,Tata Consultancy Services,Data Scientist,1,Bangalore,374688.0
945,eTeam,Data Scientist,1,Bangalore,700000.0
946,Skit,Data Scientist,1,Bangalore,1500000.0
947,Vois (India),Data Scientist,1,Bangalore,1739484.0
948,Cyient,Data Scientist,1,Bangalore,1008616.0
949,Saankhya Labs,Data Scientist,1,Bangalore,1600000.0
950,Losch Engineering,Data Scientist,1,Bangalore,1214724.0
951,CAET Project Management Consultants,Data Scientist,1,Bangalore,1000000.0
952,AMPROVIT TECHNOLOGIES,Data Scientist,1,Bangalore,810204.0
953,Centelon,Data Scientist,1,Bangalore,500000.0
954,BCA,Data Scientist,1,Bangalore,608388.0
955,Danske Bank,Data Scientist,1,Bangalore,1451778.0
956,Lam Research,Data Scientist,1,Bangalore,1203913.0
957,Kiwi labs,Data Scientist,1,Bangalore,3411087.0
958,BidMath,Data Scientist,1,Bangalore,1032645.0
959,Siemens Healthineers,Data Scientist,1,Bangalore,2005493.0
960,Kashish Corporation,Data Scientist,1,Bangalore,306968.0
961,Mu Sigma,Data Scientist,1,Bangalore,722247.0
962,IITS,Data Scientist,1,Bangalore,588795.0
963,Professional Data Analysts,Data Scientist,1,Bangalore,2009790.0
964,CognitiveWorks,Data Scientist,1,Bangalore,535268.0
965,Metteyya Analytics,Data Scientist,1,Bangalore,1451778.0
966,Innominds Software,Data Scientist,1,Bangalore,939603.0
967,Signify,Data Scientist,1,Bangalore,1012266.0
968,XYZ (Turkey),Data Scientist,1,Bangalore,2009790.0
969,Trident Information Systems,Data Scientist,1,Bangalore,481741.0
970,Arvind Internet,Data Scientist,1,Bangalore,700000.0
971,Sunrise Senior Living,Data Scientist,1,Bangalore,6029376.0
972,VJTI,Data Scientist,1,Bangalore,433404.0
973,VE Commercial Vehicles,Data Scientist,1,Bangalore,674844.0
974,Dozee,Data Scientist,1,Bangalore,912580.0
975,Levi Strauss,Data Scientist,1,Bangalore,472514.0
976,Tech Mahindra,Data Scientist,1,Bangalore,1284643.0
977,AscentHR Services,Data Scientist,1,Bangalore,354237.0
978,OnlyGroup Healthcare,Data Scientist,1,Bangalore,616488.0
979,Snap,Data Scientist,1,Bangalore,4498962.0
980,DataScience.com,Data Scientist,1,Bangalore,1205880.0
981,WNS,Data Scientist,1,Bangalore,1340000.0
982,Schlumberger,Data Scientist,1,Bangalore,1088834.0
983,Atos-Syntel,Data Scientist,1,Bangalore,409290.0
984,Forec Software Solutions,Data Scientist,1,Bangalore,613519.0
985,Tata Consultancy Services,Data Scientist,30,Pune,717331.0
986,Innoplexus,Data Scientist,17,Pune,1163186.0
987,IBM,Data Scientist,11,Pune,1036536.0
988,AlgoAnalytics Financial Consultancy,Data Scientist,11,Pune,742883.0
989,ZS Associates,Data Scientist,10,Pune,1294039.0
990,Wolters Kluwer,Data Scientist,10,Pune,1154579.0
991,Cognizant Technology Solutions,Data Scientist,8,Pune,765632.0
992,Accenture,Data Scientist,7,Pune,602937.0
993,Wipro,Data Scientist,7,Pune,1150000.0
994,Zensar Technologies,Data Scientist,7,Pune,854957.0
995,Bajaj Finance,Data Scientist,7,Pune,956307.0
996,SG Analytics,Data Scientist,7,Pune,816946.0
997,ThinkBumblebee Analytics,Data Scientist,7,Pune,1070536.0
998,Michelin,Data Scientist,6,Pune,1146043.0
999,Tech Mahindra,Data Scientist,5,Pune,1114163.0
1000,Schlumberger,Data Scientist,5,Pune,2054972.0
1001,Merkle,Data Scientist,5,Pune,1134768.0
1002,Infosys,Data Scientist,4,Pune,878252.0
1003,Capgemini,Data Scientist,4,Pune,898351.0
1004,LTI,Data Scientist,4,Pune,814017.0
1005,First Student,Data Scientist,4,Pune,425000.0
1006,Vodafone,Data Scientist,4,Pune,940423.0
1007,Eaton,Data Scientist,4,Pune,1121845.0
1008,T-Systems,Data Scientist,4,Pune,1215906.0
1009,Coupa Software Inc,Data Scientist,4,Pune,1055811.0
1010,Aera Technology,Data Scientist,4,Pune,1622612.0
1011,ABC,Data Scientist,3,Pune,506988.0
1012,Amdocs,Data Scientist,3,Pune,718534.0
1013,Atos-Syntel,Data Scientist,3,Pune,423422.0
1014,Barclays,Data Scientist,3,Pune,1733746.0
1015,KPIT Technologies,Data Scientist,3,Pune,1655120.0
1016,Credit Suisse,Data Scientist,3,Pune,1421672.0
1017,Saama Technologies,Data Scientist,3,Pune,934857.0
1018,Exela Technologies,Data Scientist,3,Pune,856429.0
1019,Abzooba,Data Scientist,3,Pune,1800000.0
1020,Linsyssoft Technologies,Data Scientist,3,Pune,411680.0
1021,HCL Technologies,Data Scientist,2,Pune,734976.0
1022,Fresher,Data Scientist,2,Pune,623040.0
1023,Axis Bank,Data Scientist,2,Pune,2793552.0
1024,Freelancer,Data Scientist,2,Pune,1001630.0
1025,Citi,Data Scientist,2,Pune,1577759.0
1026,ADP,Data Scientist,2,Pune,629892.0
1027,Birlasoft,Data Scientist,2,Pune,5216933.0
1028,John Deere,Data Scientist,2,Pune,1463658.0
1029,Xoriant,Data Scientist,2,Pune,1772001.0
1030,GS Lab,Data Scientist,2,Pune,834387.0
1031,Searce,Data Scientist,2,Pune,828221.0
1032,Globant,Data Scientist,2,Pune,1203300.0
1033,e-Zest Solutions,Data Scientist,2,Pune,932104.0
1034,Datametica,Data Scientist,2,Pune,983550.0
1035,Vyom Labs,Data Scientist,2,Pune,305352.0
1036,Vishwakarma Institute of Technology,Data Scientist,2,Pune,288960.0
1037,Knorex,Data Scientist,2,Pune,641700.0
1038,CanWill Technologies,Data Scientist,2,Pune,1161602.0
1039,ThinkBridge,Data Scientist,2,Pune,756696.0
1040,Coditation Systems,Data Scientist,2,Pune,563724.0
1041,MindBowser Info Solutions,Data Scientist,2,Pune,283914.0
1042,Climate Connect,Data Scientist,2,Pune,731758.0
1043,Tech9,Data Scientist,2,Pune,1687208.0
1044,Eagle TK Infotech,Data Scientist,2,Pune,713466.0
1045,Fusion Practices,Data Scientist,2,Pune,675000.0
1046,Xeco,Data Scientist,2,Pune,499961.0
1047,DeepTek Medical Imaging,Data Scientist,2,Pune,895000.0
1048,vElement,Data Scientist,2,Pune,253851.0
1049,Asquared IoT,Data Scientist,2,Pune,637645.0
1050,HiLabs (MD),Data Scientist,2,Pune,1954650.0
1051,Jash Data Sciences,Data Scientist,2,Pune,669083.0
1052,HiLabs,Data Scientist,2,Pune,1833778.0
1053,Tata Consultancy Services,Data Scientist,1,Pune,300000.0
1054,Tata Consultancy Services,Data Scientist,1,Pune,69779958.4
1055,Amazon,Data Scientist,1,Pune,115884.0
1056,Amazon,Data Scientist,1,Pune,619069.0
1057,Genpact,Data Scientist,1,Pune,1600000.0
1058,Fresher,Data Scientist,1,Pune,361764.0
1059,DXC Technology,Data Scientist,1,Pune,400000.0
1060,KPMG,Data Scientist,1,Pune,642322.0
1061,ABC,Data Scientist,1,Pune,1216776.0
1062,Larsen & Toubro,Data Scientist,1,Pune,360000.0
1063,Concentrix,Data Scientist,1,Pune,3468540.0
1064,Google,Data Scientist,1,Pune,7571032.0
1065,Honeywell,Data Scientist,1,Pune,1438481.0
1066,Persistent Systems,Data Scientist,1,Pune,1027680.0
1067,DONE by NONE,Data Scientist,1,Pune,1200000.0
1068,DONE by NONE,Data Scientist,1,Pune,4444315.0
1069,DONE by NONE,Data Scientist,1,Pune,301469.0
1070,WNS,Data Scientist,1,Pune,20340860.8
1071,Siemens,Data Scientist,1,Pune,840000.0
1072,Nones,Data Scientist,1,Pune,600000.0
1073,ITC Infotech,Data Scientist,1,Pune,642322.0
1074,Mahindra,Data Scientist,1,Pune,905000.0
1075,Kotak Mahindra,Data Scientist,1,Pune,623238.0
1076,eClerx,Data Scientist,1,Pune,870000.0
1077,BNY Mellon,Data Scientist,1,Pune,770784.0
1078,Zomato,Data Scientist,1,Pune,1250000.0
1079,Hinduja Global Solutions,Data Scientist,1,Pune,1176710.0
1080,Other,Data Scientist,1,Pune,414794.0
1081,Thoughtworks,Data Scientist,1,Pune,2569287.0
1082,Fractal,Data Scientist,1,Pune,1404565.0
1083,TietoEVRY,Data Scientist,1,Pune,787318.0
1084,Yash Technologies,Data Scientist,1,Pune,2054972.0
1085,CitiusTech,Data Scientist,1,Pune,1203913.0
1086,Unacademy,Data Scientist,1,Pune,702283.0
1087,UBS,Data Scientist,1,Pune,939603.0
1088,Netcracker Technology,Data Scientist,1,Pune,1805869.0
1089,Cummins,Data Scientist,1,Pune,500000.0
1090,Capgemini Invent,Data Scientist,1,Pune,1300000.0
1091,Siemens Digital Industries Software,Data Scientist,1,Pune,912580.0
1092,Johnson Controls,Data Scientist,1,Pune,8557632.0
1093,Johnson Controls,Data Scientist,1,Pune,467428.0
1094,Dassault Systemes,Data Scientist,1,Pune,983196.0
1095,Ugam,Data Scientist,1,Pune,1252803.0
1096,Schlumberger,Data Scientist,1,Pune,4064840.38
1097,Apple,Data Scientist,1,Pune,1507820.0
1098,MetLife,Data Scientist,1,Pune,417954.0
1099,Red Hat,Data Scientist,1,Pune,5398754.0
1100,STL - Sterlite Technologies Limited,Data Scientist,1,Pune,1036984.0
1101,Visteon,Data Scientist,1,Pune,2411749.0
1102,PhonePe,Data Scientist,1,Pune,2550000.0
1103,C-DAC,Data Scientist,1,Pune,449896.0
1104,Nothing Something,Data Scientist,1,Pune,501630.0
1105,Attra,Data Scientist,1,Pune,2249481.0
1106,NICE,Data Scientist,1,Pune,1649524.0
1107,Sokrati,Data Scientist,1,Pune,326820.0
1108,Pitney Bowes,Data Scientist,1,Pune,755000.0
1109,AXA,Data Scientist,1,Pune,1070000.0
1110,FirstCry com,Data Scientist,1,Pune,808848.0
1111,Maxgen Technologies,Data Scientist,1,Pune,202452.0
1112,TCS e-Serve International,Data Scientist,1,Pune,1031782.0
1113,Internshala,Data Scientist,1,Pune,542139.0
1114,Michelin,Data Scientist,1,Pune,154152.0
1115,Saama Technologies,Data Scientist,1,Pune,92737814.4
1116,Micron Technology,Data Scientist,1,Pune,1400000.0
1117,BlueConch Technologies,Data Scientist,1,Pune,1104109.0
1118,FIGmd,Data Scientist,1,Pune,750000.0
1119,Volkswagen,Data Scientist,1,Pune,5184922.0
1120,TomTom,Data Scientist,1,Pune,616492.0
1121,Datametica,Data Scientist,1,Pune,230124.0
1122,FreshersLive,Data Scientist,1,Pune,306968.0
1123,Innoplexus,Data Scientist,1,Pune,366408.0
1124,Dream11,Data Scientist,1,Pune,2248126.0
1125,Sandvik,Data Scientist,1,Pune,300000.0
1126,SS Supply Chain Solutions,Data Scientist,1,Pune,1312312.0
1127,Cognizant Softvision,Data Scientist,1,Pune,498618.0
1128,University of Pune,Data Scientist,1,Pune,1003261.0
1129,Goodwill,Data Scientist,1,Pune,144000.0
1130,Goodwill,Data Scientist,1,Pune,619069.0
1131,IVL Global,Data Scientist,1,Pune,668980.0
1132,Coupa Software Inc,Data Scientist,1,Pune,80000.0
1133,Verificient Technologies,Data Scientist,1,Pune,132432.0
1134,Clairvoyant,Data Scientist,1,Pune,1800000.0
1135,The Fresh Market,Data Scientist,1,Pune,306968.0
1136,Tata Research Development and Design Centre,Data Scientist,1,Pune,1267472.0
1137,Medline Industries,Data Scientist,1,Pune,1461604.0
1138,Amphisoft Technologies,Data Scientist,1,Pune,3517133.0
1139,Pratham,Data Scientist,1,Pune,456000.0
1140,Evolent Health,Data Scientist,1,Pune,1541229.0
1141,Presidency University (Bangalore),Data Scientist,1,Pune,725889.0
1142,Smartek21,Data Scientist,1,Pune,1200000.0
1143,Google Cloud,Data Scientist,1,Pune,3211608.0
1144,ABC do ABC,Data Scientist,1,Pune,513743.0
1145,Apar Technologies,Data Scientist,1,Pune,500000.0
1146,Professional Data Analysts,Data Scientist,1,Pune,1200000.0
1147,Bajaj Finserv Health,Data Scientist,1,Pune,1300000.0
1148,PharmaACE,Data Scientist,1,Pune,700000.0
1149,advids.co,Data Scientist,1,Pune,965940.0
1150,Xcaliber Infotech,Data Scientist,1,Pune,642322.0
1151,MIT World Peace University,Data Scientist,1,Pune,120000.0
1152,iNeuron,Data Scientist,1,Pune,243360.0
1153,vPhrase,Data Scientist,1,Pune,541685.0
1154,AAKASH,Data Scientist,1,Pune,601956.0
1155,Ascentrik Research Services,Data Scientist,1,Pune,128460.0
1156,EarlySalary.com,Data Scientist,1,Pune,1566004.0
1157,Motifworks,Data Scientist,1,Pune,969321.0
1158,Helpshift,Data Scientist,1,Pune,817056.0
1159,ROHIT KUMAR MODI,Data Scientist,1,Pune,400000.0
1160,ThinkBumblebee Analytics,Data Scientist,1,Pune,1307815.0
1161,Globex Digital Solutions,Data Scientist,1,Pune,1284643.0
1162,ThinkBumblebee Analytics,Data Scientist,1,Pune,124644.0
1163,Innodatatics,Data Scientist,1,Pune,180000.0
1164,Innodatatics,Data Scientist,1,Pune,623238.0
1165,Viajes,Data Scientist,1,Pune,829587.0
1166,OnlineSales.ai,Data Scientist,1,Pune,144479.0
1167,Comscore,Data Scientist,1,Pune,1216773.0
1168,Ellicium Solutions Private Limited,Data Scientist,1,Pune,247678.0
1169,RAKESH GROUP,Data Scientist,1,Pune,5016304.0
1170,Yagna iQ,Data Scientist,1,Pune,234060.0
1171,Tops Office Pros Business Services,Data Scientist,1,Pune,619069.0
1172,Apptware,Data Scientist,1,Pune,2073969.0
1173,Savitribai Phule Pune University,Data Scientist,1,Pune,700000.0
1174,Seventh Contact Hiring Solutions,Data Scientist,1,Pune,3008206.0
1175,CoreView Systems,Data Scientist,1,Pune,514600.0
1176,Peak,Data Scientist,1,Pune,2148775.0
1177,Nitish Verma,Data Scientist,1,Pune,1036984.0
1178,The City Bank,Data Scientist,1,Pune,5000000.0
1179,Cloud Counselage,Data Scientist,1,Pune,129240.0
1180,Gibots,Data Scientist,1,Pune,412713.0
1181,SCORG Technologies,Data Scientist,1,Pune,646214.0
1182,GeoSpoc,Data Scientist,1,Pune,1252800.0
1183,Infodeal,Data Scientist,1,Pune,849156.0
1184,BancTec,Data Scientist,1,Pune,641549.0
1185,American Student Assistance,Data Scientist,1,Pune,311100.0
1186,Ajeenkya DY Patil University,Data Scientist,1,Pune,414794.0
1187,Raghavendra Rathore Jodhpur,Data Scientist,1,Pune,1567329.0
1188,Aventior,Data Scientist,1,Pune,481741.0
1189,Navidium,Data Scientist,1,Pune,681546.0
1190,Open Insights,Data Scientist,1,Pune,1124740.0
1191,Pantech Solutions,Data Scientist,1,Pune,300000.0
1192,Express Analytics,Data Scientist,1,Pune,877015.0
1193,Optra Health,Data Scientist,1,Pune,1722605.0
1194,WebShar,Data Scientist,1,Pune,888545.0
1195,Kudos Finance and Investments,Data Scientist,1,Pune,404904.0
1196,Oasis HR Corporate Solutions,Data Scientist,1,Pune,854957.0
1197,Tribes.AI,Data Scientist,1,Pune,420000.0
1198,Argus System,Data Scientist,1,Pune,595000.0
1199,IFS India Mercantile,Data Scientist,1,Pune,610000.0
1200,DasDas,Data Scientist,1,Pune,4466071.0
1201,Pisyst,Data Scientist,1,Pune,1284648.0
1202,Comsense Technologies,Data Scientist,1,Pune,396166.0
1203,Entrepreneurs' Organization,Data Scientist,1,Pune,960084.0
1204,Pivotchain Solutions,Data Scientist,1,Pune,602937.0
1205,ManCorp Innovation Labs,Data Scientist,1,Pune,120000.0
1206,Neo Media World,Data Scientist,1,Pune,960000.0
1207,Samyak Software,Data Scientist,1,Pune,742884.0
1208,Robertshaw,Data Scientist,1,Pune,300978.0
1209,JarvisSoft Technology,Data Scientist,1,Pune,506133.0
1210,EC Infosolutions,Data Scientist,1,Pune,912580.0
1211,FogHorn Systems,Data Scientist,1,Pune,2300000.0
1212,NutaNXT Technologies,Data Scientist,1,Pune,841226.0
1213,Speed TechServe,Data Scientist,1,Pune,720000.0
1214,IMDb,Data Scientist,1,Pune,1203912.0
1215,QiO Technologies,Data Scientist,1,Pune,3517133.0
1216,Expert Freelancer Inc.,Data Scientist,1,Pune,553419.0
1217,Arya Solution,Data Scientist,1,Pune,550000.0
1218,Strattek Consulting,Data Scientist,1,Pune,96000.0
1219,GoDutch Marketing,Data Scientist,1,Pune,359620.0
1220,TorcAI,Data Scientist,1,Pune,1507343.0
1221,Srivenk Soft Solutions,Data Scientist,1,Pune,652120.0
1222,Automaton AI,Data Scientist,1,Pune,637739.0
1223,Shogini Technoarts,Data Scientist,1,Pune,361124.0
1224,GOLDFINCH,Data Scientist,1,Pune,1244376.0
1225,Amobee,Data Scientist,1,Pune,1036984.0
1226,Global AI,Data Scientist,1,Pune,731081.0
1227,Elie Tahari,Data Scientist,1,Pune,1070536.0
1228,Aktana,Data Scientist,1,Pune,1800000.0
1229,Go Digital,Data Scientist,1,Pune,606034.0
1230,Meals on Wheels America,Data Scientist,1,Pune,246600.0
1231,Kool Smiles,Data Scientist,1,Pune,1200000.0
1232,Algoritmo (Singapore),Data Scientist,1,Pune,192696.0
1233,Klugheit Software,Data Scientist,1,Pune,480000.0
1234,GoKhana,Data Scientist,1,Pune,180876.0
1235,Prophecy Labs,Data Scientist,1,Pune,2052566.0
1236,Airavaat Car Rentals,Data Scientist,1,Pune,1400000.0
1237,Brahman bhetun,Data Scientist,1,Pune,821989.0
1238,Aniket Sonawane,Data Scientist,1,Pune,823360.0
1239,URS Technologies Solutions,Data Scientist,1,Pune,948931.0
1240,Hritik,Data Scientist,1,Pune,900000.0
1241,EventStreet,Data Scientist,1,Pune,690132.0
1242,Kushim,Data Scientist,1,Pune,372000.0
1243,Flipper Code,Data Scientist,1,Pune,369895.0
1244,We Are Novella,Data Scientist,1,Pune,671220.0
1245,IEEE Student Branch VIT Pune,Data Scientist,1,Pune,321161.0
1246,Kp techobriks,Data Scientist,1,Pune,256932.0
1247,akhil sajeev,Data Scientist,1,Pune,250815.0
1248,VisionNLP,Data Scientist,1,Pune,540000.0
1249,Reckon Data Solutions,Data Scientist,1,Pune,240000.0
1250,PSL (India),Data Scientist,1,Pune,1149375.0
1251,Accretive Wiz@work Consultants,Data Scientist,1,Pune,1300000.0
1252,Innoplexus Associate,Data Scientist,9,Pune,1057005.0
1253,ZS Associates,Data Science Associate,9,Pune,1203913.0
1254,ZS Associates,Data Science Consultant,5,Pune,2671464.0
1255,ZS Associates Senior,Data Scientist,4,Pune,1997263.0
1256,Coriolis Technologies,Data Science,3,Pune,201900.0
1257,Schlumberger,Data Science,2,Pune,360324.0
1258,Wolters Kluwer,Data Science,2,Pune,344604.0
1259,Innoplexus,Data Science,2,Pune,368316.0
1260,EarlySalary.com,Data Science,2,Pune,423216.0
1261,Express Analytics,Data Science,2,Pune,215388.0
1262,Tata Consultancy Services,Senior Data Scientist,2,Pune,2092324.0
1263,Wipro Technologies,Senior Data Scientist,2,Pune,2182516.0
1264,Barclays,Senior Data Scientist,2,Pune,2796928.0
1265,Bajaj Finance,Senior Data Scientist,2,Pune,1392244.0
1266,Wolters Kluwer,Senior Data Scientist,2,Pune,1903930.0
1267,Icertis,Senior Data Scientist,2,Pune,1033817.0
1268,Abzooba,Senior Data Scientist,2,Pune,2170283.0
1269,Aera Technology,Senior Data Scientist,2,Pune,1058135.0
1270,AlgoAnalytics Financial Consultancy,Senior Data Scientist,2,Pune,1696245.0
1271,SG Analytics,Junior Data Scientist,2,Pune,708351.0
1272,Maxgen Technologies,Junior Data Scientist,2,Pune,171948.0
1273,Infosys,Lead Data Scientist,2,Pune,1653998.0
1274,Wipro,Lead Data Scientist,2,Pune,1892322.0
1275,ZS Associates,Data Science Manager,2,Pune,4619021.0
1276,Abzooba,Data Scientist - Trainee,2,Pune,610512.0
1277,Schlumberger,Data Science Lead,2,Pune,4068310.0
1278,Tata Consultancy Services,Data Science,1,Pune,511613.0
1279,Nones Data Science,Data Science,1,Pune,61644.0
1280,Nones Data Science,Data Science,1,Pune,400000.0
1281,Mahindra,Data Science,1,Pune,203748.0
1282,KPIT Technologies,Data Science,1,Pune,180000.0
1283,BNY Mellon,Data Science,1,Pune,736728.0
1284,Fiserv,Data Science,1,Pune,1036984.0
1285,Tata Technologies,Data Science,1,Pune,622191.0
1286,Bajaj Finance,Data Science,1,Pune,180000.0
1287,JLL,Data Science,1,Pune,420000.0
1288,Eaton,Data Science,1,Pune,642324.0
1289,HT Media,Data Science,1,Pune,192696.0
1290,Maxgen Technologies,Data Science,1,Pune,204000.0
1291,Faurecia,Data Science,1,Pune,180000.0
1292,JCB,Data Science,1,Pune,112474.0
1293,Manipal University,Data Science,1,Pune,600000.0
1294,Merkle,Data Science,1,Pune,120000.0
1295,Datametica,Data Science,1,Pune,228480.0
1296,The Sparks Foundation,Data Science,1,Pune,100490.0
1297,Subway,Data Science,1,Pune,498588.0
1298,Aera Technology,Data Science,1,Pune,346752.0
1299,iNeuron,Data Science,1,Pune,346353.0
1300,Fresh Gravity,Data Science,1,Pune,630924.0
1301,Apptware,Data Science,1,Pune,147348.0
1302,Ecozen Solutions,Data Science,1,Pune,293124.0
1303,Furtados School of Music,Data Science,1,Pune,96468.0
1304,Sciffer Analytics,Data Science,1,Pune,64236.0
1305,Aventior,Data Science,1,Pune,170604.0
1306,Solytics Partners,Data Science,1,Pune,120000.0
1307,DemandMatrix,Data Science,1,Pune,436272.0
1308,Insight Data Science,Data Science,1,Pune,452203.0
1309,Symbiosis Institute of Technology,Data Science,1,Pune,2000000.0
1310,Comsense Technologies,Data Science,1,Pune,123912.0
1311,Technogeeks,Data Science,1,Pune,215405.0
1312,Unscrambl,Data Science,1,Pune,240780.0
1313,Zaynax,Data Science,1,Pune,800000.0
1314,Brainwave Consulting,Data Science,1,Pune,60840.0
1315,Senquire Analytics,Data Scientist,1,Pune,600000.0
1316,Tata Consultancy Services,Senior Data Scientist,1,Pune,324089.0
1317,Accenture,Senior Data Scientist,1,Pune,1076606.0
1318,Wipro Technologies,Senior Data Scientist,1,Pune,821989.0
1319,NTT DATA,Senior Data Scientist,1,Pune,1808811.0
1320,Vodafone,Senior Data Scientist,1,Pune,2474429.0
1321,Zensar Technologies,Senior Data Scientist,1,Pune,1485766.0
1322,Credit Suisse,Senior Data Scientist,1,Pune,2821193.0
1323,Thoughtworks,Senior Data Scientist,1,Pune,3654010.0
1324,UBS,Senior Data Scientist,1,Pune,1774461.0
1325,Anonymous,Senior Data Scientist,1,Pune,608387.0
1326,TVS Motor Company,Senior Data Scientist,1,Pune,1235040.0
1327,Red Hat,Senior Data Scientist,1,Pune,1044003.0
1328,Bajaj Allianz General Insurance Co,Senior Data Scientist,1,Pune,1292424.0
1329,SG Analytics,Senior Data Scientist,1,Pune,1306108.0
1330,Pitney Bowes,Senior Data Scientist,1,Pune,2474429.0
1331,Xento Systems,Senior Data Scientist,1,Pune,1125483.0
1332,Quick Heal,Senior Data Scientist,1,Pune,1954352.0
1333,Kohler,Senior Data Scientist,1,Pune,1216773.0
1334,XPO Logistics,Senior Data Scientist,1,Pune,2716704.0
1335,GE Capital,Senior Data Scientist,1,Pune,1733388.0
1336,Coupa Software Inc,Senior Data Scientist,1,Pune,3650320.0
1337,USEReady,Senior Data Scientist,1,Pune,1504891.0
1338,vPhrase,Senior Data Scientist,1,Pune,619584.0
1339,ThinkBumblebee Analytics,Senior Data Scientist,1,Pune,2046452.0
1340,Blackstraw,Senior Data Scientist,1,Pune,2192406.0
1341,Aegon,Senior Data Scientist,1,Pune,2508152.0
1342,Dexpert Systems,Senior Data Scientist,1,Pune,2054972.0
1343,Aligned Automation,Senior Data Scientist,1,Pune,2579455.0
1344,Acclivis Technologies,Senior Data Scientist,1,Pune,1003261.0
1345,AlgoAnalytics Pvt. Ltd.,Senior Data Scientist,1,Pune,1444692.0
1346,Tata Consultancy Services,Junior Data Scientist,1,Pune,672000.0
1347,Infosys,Junior Data Scientist,1,Pune,1038730.0
1348,Fresher,Junior Data Scientist,1,Pune,1004895.0
1349,Fresher,Junior Data Scientist,1,Pune,506989.0
1350,Fresherworld.com,Junior Data Scientist,1,Pune,616492.0
1351,Freshers.com,Junior Data Scientist,1,Pune,1238138.0
1352,Emerson,Junior Data Scientist,1,Pune,500000.0
1353,Datametica,Junior Data Scientist,1,Pune,478015.0
1354,Abzooba,Junior Data Scientist,1,Pune,602937.0
1355,GeoSpoc,Junior Data Scientist,1,Pune,321161.0
1356,AppZen,Junior Data Scientist,1,Pune,1498750.0
1357,Innomatics Research Labs,Junior Data Scientist,1,Pune,60840.0
1358,Pisyst,Junior Data Scientist,1,Pune,160580.0
1359,Groots (India),Junior Data Scientist,1,Pune,124440.0
1360,Artificial Brix,Junior Data Scientist,1,Pune,616492.0
1361,Ambrapali Electrotech,Junior Data Scientist,1,Pune,413058.0
1362,Accenture,Lead Data Scientist,1,Pune,2839138.0
1363,ADP,Lead Data Scientist,1,Pune,1520967.0
1364,Zensar Technologies,Lead Data Scientist,1,Pune,1531979.0
1365,BNY Mellon,Lead Data Scientist,1,Pune,1674730.0
1366,Microsoft,Data Scientist,23,Hyderabad,1712178.0
1367,Cyient,Data Scientist,20,Hyderabad,999578.0
1368,Tata Consultancy Services,Data Scientist,18,Hyderabad,697843.0
1369,Infosys,Data Scientist,18,Hyderabad,583334.0
1370,Amazon,Data Scientist,15,Hyderabad,1693961.0
1371,Innominds Software,Data Scientist,10,Hyderabad,743423.0
1372,IBM,Data Scientist,9,Hyderabad,628945.0
1373,Tech Mahindra,Data Scientist,9,Hyderabad,652546.0
1374,Quadratic Insights,Data Scientist,9,Hyderabad,583954.0
1375,Jotter,Data Scientist,9,Hyderabad,915028.0
1376,Cognizant Technology Solutions,Data Scientist,8,Hyderabad,890344.0
1377,Jio,Data Scientist,8,Hyderabad,1997027.0
1378,Verizon,Data Scientist,8,Hyderabad,1330683.0
1379,Optum,Data Scientist,8,Hyderabad,1464110.0
1380,Accenture,Data Scientist,7,Hyderabad,1104293.0
1381,Deloitte,Data Scientist,7,Hyderabad,1483132.0
1382,First Student,Data Scientist,6,Hyderabad,640380.0
1383,Novartis,Data Scientist,6,Hyderabad,1280703.0
1384,Karvy Group,Data Scientist,6,Hyderabad,594589.0
1385,Wipro,Data Scientist,5,Hyderabad,1041195.0
1386,Oracle,Data Scientist,5,Hyderabad,1221714.0
1387,HighRadius,Data Scientist,5,Hyderabad,861434.0
1388,Micron Technology,Data Scientist,5,Hyderabad,1564421.0
1389,INSOFE,Data Scientist,5,Hyderabad,903446.0
1390,Google,Data Scientist,4,Hyderabad,1121437.0
1391,Blue Yonder,Data Scientist,4,Hyderabad,2020386.0
1392,Yash Technologies,Data Scientist,4,Hyderabad,651480.0
1393,DataScientest,Data Scientist,4,Hyderabad,672468.0
1394,Claim Genius,Data Scientist,4,Hyderabad,1944821.0
1395,Capgemini,Data Scientist,3,Hyderabad,651206.0
1396,Genpact,Data Scientist,3,Hyderabad,653174.0
1397,Fresher,Data Scientist,3,Hyderabad,503667.0
1398,Fresher,Data Scientist,3,Hyderabad,302693.0
1399,ICICI Bank,Data Scientist,3,Hyderabad,1600000.0
